round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_conv_dim,first_conv_kernel,first_conv_activation,first_lstm_dim,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
82,0.0014071455225348473,0.0014071455225348473,0.01785106770694256,0.0015036260010674596,0.0015036260010674596,0.018972281366586685,64,5,relu,50,32,tanh,256,200,20,adam,1e-05
97,0.0013913239818066359,0.001391323865391314,0.01772259920835495,0.001465706038288772,0.001465706038288772,0.018925780430436134,64,3,relu,50,64,relu,256,200,20,adam,0.001
93,0.0013976723421365023,0.0013976723421365023,0.017811741679906845,0.0014858621871098876,0.0014858621871098876,0.018968680873513222,32,5,relu,75,16,relu,256,200,20,adam,1e-05
77,0.0014142215950414538,0.0014142215950414538,0.017898695543408394,0.0014816569164395332,0.0014816569164395332,0.019062809646129608,32,5,relu,75,32,relu,256,200,20,adam,1e-05
97,0.0014004901750013232,0.0014004901750013232,0.017780084162950516,0.0015163320349529386,0.0015163320349529386,0.018991755321621895,64,3,relu,50,32,tanh,256,200,20,adam,1e-05
109,0.001396575360558927,0.001396575360558927,0.017857158556580544,0.0014988689217716455,0.0014988689217716455,0.018955470994114876,32,5,relu,75,32,relu,256,200,20,adam,0.0001
107,0.0013975825859233737,0.0013975825859233737,0.017773760482668877,0.0014987223548814654,0.0014987223548814654,0.018888266757130623,32,7,relu,75,16,tanh,256,200,20,adam,0.001
98,0.0014256485737860203,0.0014256485737860203,0.01787041872739792,0.0014984570443630219,0.0014984570443630219,0.019289221614599228,64,3,relu,75,16,tanh,256,200,20,adam,0.0001
101,0.00139564648270607,0.00139564648270607,0.01778334192931652,0.0014757405733689666,0.0014757405733689666,0.01883707568049431,32,3,relu,50,16,tanh,256,200,20,adam,0.001
94,0.001402983209118247,0.001402983209118247,0.017806807532906532,0.0015156863955780864,0.0015156863955780864,0.019217753782868385,64,3,relu,50,16,relu,256,200,20,adam,1e-05
425,0.0013962584780529141,0.0013962584780529141,0.017780249938368797,0.0014870611485093832,0.0014870611485093832,0.018860379233956337,64,7,relu,50,16,tanh,256,200,20,adam,0.0001
79,0.0014112815260887146,0.0014112815260887146,0.017940646037459373,0.0015365889994427562,0.0015365889994427562,0.019154852256178856,32,5,relu,75,32,relu,256,200,20,adam,0.001
93,0.0014022105606272817,0.0014022105606272817,0.017908265814185143,0.0014979600673541427,0.0014979600673541427,0.019063787534832954,64,5,relu,75,32,relu,256,200,20,adam,0.001
99,0.0014048176817595959,0.0014048176817595959,0.017963731661438942,0.0015334889758378267,0.001533488859422505,0.019061598926782608,32,7,relu,75,64,tanh,256,200,20,adam,0.0001
81,0.0013954176101833582,0.0013954176101833582,0.017850223928689957,0.0015061276499181986,0.0015061276499181986,0.019122296944260597,64,7,relu,50,32,relu,256,200,20,adam,0.0001
86,0.0014017123030498624,0.0014017123030498624,0.018065348267555237,0.0015792730264365673,0.0015792730264365673,0.019464315846562386,64,5,relu,75,64,tanh,256,200,20,adam,0.0001
78,0.0014134759549051523,0.0014134759549051523,0.017932405695319176,0.0015513801481574774,0.0015513801481574774,0.019363682717084885,32,7,relu,50,32,tanh,256,200,20,adam,0.0001
77,0.0014215442351996899,0.0014215442351996899,0.0179436095058918,0.0015077163698151708,0.0015077163698151708,0.0192601066082716,64,5,relu,50,32,tanh,256,200,20,adam,0.001
90,0.001402430236339569,0.001402430236339569,0.01789579913020134,0.001551280845887959,0.001551280845887959,0.019354062154889107,32,5,relu,50,32,tanh,256,200,20,adam,1e-05
90,0.0014215672854334116,0.0014215672854334116,0.017964376136660576,0.0015250868164002895,0.0015250868164002895,0.019263939931988716,64,3,relu,50,16,tanh,256,200,20,adam,0.001
97,0.0013900684425607324,0.0013900684425607324,0.01776885986328125,0.0014885495183989406,0.0014885495183989406,0.019011227414011955,32,7,relu,50,64,tanh,256,200,20,adam,0.001
97,0.0013960058568045497,0.0013960058568045497,0.017813315615057945,0.0015187666285783052,0.0015187666285783052,0.019072577357292175,32,7,relu,75,64,tanh,256,200,20,adam,1e-05
87,0.0013988331193104386,0.0013988331193104386,0.017833907157182693,0.0015062132151797414,0.0015062132151797414,0.019171860069036484,64,7,relu,75,32,relu,256,200,20,adam,0.0001
86,0.001423553447239101,0.001423553447239101,0.017909418791532516,0.001500733196735382,0.001500733196735382,0.019328666850924492,32,7,relu,50,64,relu,256,200,20,adam,0.0001
78,0.001399464556016028,0.001399464556016028,0.01794518530368805,0.0015233199810609221,0.0015233199810609221,0.019146982580423355,64,3,relu,75,32,relu,256,200,20,adam,0.001
90,0.0014046456199139357,0.0014046456199139357,0.01802687905728817,0.001494876341894269,0.001494876341894269,0.019058896228671074,64,5,relu,75,16,relu,256,200,20,adam,1e-05
100,0.0014030685415491462,0.0014030685415491462,0.017728937789797783,0.001475528464652598,0.001475528464652598,0.018906958401203156,64,3,relu,75,16,relu,256,200,20,adam,0.001
79,0.0014081490226089954,0.0014081490226089954,0.017819596454501152,0.0015226578107103705,0.0015226578107103705,0.01921919547021389,32,3,relu,75,32,tanh,256,200,20,adam,0.0001
105,0.0013869124231860042,0.0013869124231860042,0.017794709652662277,0.0015052957460284233,0.0015052957460284233,0.019101139158010483,64,7,relu,75,64,relu,256,200,20,adam,1e-05
99,0.0014045671559870243,0.0014045671559870243,0.01778649538755417,0.0015123190823942423,0.0015123190823942423,0.019102364778518677,64,3,relu,50,64,tanh,256,200,20,adam,0.001
85,0.001415264094248414,0.001415264094248414,0.01789778284728527,0.0014795290771871805,0.0014795290771871805,0.019182035699486732,64,7,relu,50,32,relu,256,200,20,adam,1e-05
95,0.0013995994813740253,0.0013995994813740253,0.017950071021914482,0.0015513910911977291,0.0015513910911977291,0.019192250445485115,64,3,relu,50,64,relu,256,200,20,adam,0.0001
