round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_conv_dim,first_conv_kernel,first_conv_activation,first_lstm_dim,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
111,0.0033480958081781864,0.0033480958081781864,0.02736768126487732,0.0020859010983258486,0.0020859010983258486,0.025436758995056152,32,3,relu,75,64,tanh,256,200,20,adam,0.0001
84,0.003369955811649561,0.003369955811649561,0.02742702327668667,0.0021408325992524624,0.0021408325992524624,0.02569679357111454,64,7,relu,75,64,relu,256,200,20,adam,1e-05
106,0.0033624351490288973,0.0033624351490288973,0.027421467006206512,0.002074677962809801,0.002074677962809801,0.025485707446932793,64,7,relu,75,16,tanh,256,200,20,adam,0.0001
256,0.003394568804651499,0.003394568804651499,0.027556952089071274,0.0020718045998364687,0.0020718045998364687,0.025503510609269142,32,7,relu,50,64,relu,256,200,20,adam,1e-05
107,0.003360675647854805,0.003360675647854805,0.027399305254220963,0.0020892671309411526,0.0020892671309411526,0.02554943971335888,64,3,relu,50,32,tanh,256,200,20,adam,1e-05
93,0.003384302370250225,0.003384302370250225,0.027473745867609978,0.0021378754172474146,0.0021378754172474146,0.025722317397594452,64,5,relu,75,16,relu,256,200,20,adam,1e-05
95,0.0033667925745248795,0.0033667925745248795,0.027431702241301537,0.0021021952852606773,0.0021021952852606773,0.02554808370769024,32,5,relu,50,16,relu,256,200,20,adam,1e-05
90,0.0033539696596562862,0.0033539696596562862,0.02733002044260502,0.0020665384363383055,0.0020665384363383055,0.02539629116654396,64,7,relu,75,32,relu,256,200,20,adam,0.001
81,0.003397056832909584,0.003397056832909584,0.027635620906949043,0.002153850393369794,0.002153850393369794,0.025609202682971954,32,7,relu,75,32,tanh,256,200,20,adam,1e-05
259,0.0033681264612823725,0.0033681264612823725,0.02740143984556198,0.002107087755575776,0.002107087755575776,0.025577180087566376,64,3,relu,75,32,tanh,256,200,20,adam,0.001
91,0.0034040692262351513,0.0034040692262351513,0.027496490627527237,0.002092963783070445,0.002092963783070445,0.025597305968403816,32,3,relu,50,64,tanh,256,200,20,adam,0.001
90,0.003434940241277218,0.003434940241277218,0.027700651437044144,0.002054578857496381,0.002054578857496381,0.025680290535092354,32,7,relu,50,32,relu,256,200,20,adam,1e-05
123,0.003354662796482444,0.003354662796482444,0.027365708723664284,0.0020818074699491262,0.0020818074699491262,0.025454441085457802,64,5,relu,75,32,relu,256,200,20,adam,0.0001
87,0.003394374158233404,0.003394374158233404,0.027592699974775314,0.0020778535399585962,0.0020778535399585962,0.025544805452227592,32,3,relu,75,16,relu,256,200,20,adam,1e-05
1000,0.0033405241556465626,0.0033405241556465626,0.02739100530743599,0.0020946054719388485,0.0020946054719388485,0.02542967163026333,64,5,relu,75,64,tanh,256,200,20,adam,1e-05
86,0.0034500218462198973,0.0034500218462198973,0.027823610231280327,0.0020780228078365326,0.0020780228078365326,0.025737734511494637,32,7,relu,50,32,tanh,256,200,20,adam,0.001
91,0.0034205608535557985,0.0034205608535557985,0.027638182044029236,0.002080608857795596,0.002080608857795596,0.025662347674369812,32,3,relu,50,16,relu,256,200,20,adam,1e-05
115,0.0033667958341538906,0.0033667958341538906,0.027487970888614655,0.0020878745708614588,0.0020878745708614588,0.02546757273375988,64,3,relu,75,64,relu,256,200,20,adam,0.0001
84,0.003383793868124485,0.003383793868124485,0.027498537674546242,0.0020527420565485954,0.0020527420565485954,0.025413520634174347,32,5,relu,50,32,relu,256,200,20,adam,0.001
96,0.0033378920052200556,0.0033378920052200556,0.027315407991409302,0.0020683081820607185,0.0020683081820607185,0.025349391624331474,64,7,relu,50,64,relu,256,200,20,adam,0.001
112,0.0033843019045889378,0.0033843019045889378,0.027470126748085022,0.0021132605616003275,0.0021132605616003275,0.025680912658572197,64,3,relu,50,16,relu,256,200,20,adam,1e-05
81,0.0034077356103807688,0.0034077356103807688,0.02776101604104042,0.0021247833501547575,0.0021247833501547575,0.025803502649068832,32,7,relu,75,16,tanh,256,200,20,adam,0.001
