,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
563,0.001332259178161621,0.0018835265799881477,0.00032198429107666016,4.233138489375025e-05,100.0,3,auto,sigmoid,"{'C': 100, 'degree': 3, 'gamma': 'auto', 'kernel': 'sigmoid'}",-0.0031290822480851926,-0.0006344273323358046,-0.0002676983050416023,-0.00014643666027396653,-0.0013756738458195754,-0.0004489882309459433,-0.0009959339901426923,-0.0006434098112828472,-0.005719128667161369,-0.03551736236127039,-0.004887814145235939,0.010339588386983864,542
564,0.005010819435119629,0.005141120232244709,0.0003174781799316406,3.3048324068374775e-05,100.0,3,0.1,linear,"{'C': 100, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",-0.0031290822480851926,-0.0008879465549161233,-0.00030264540225266514,-0.0001721707194469735,-0.0019490887629906822,-0.0010326497982852017,-0.00233950908023596,-0.0009394963912182333,-0.007508582687429469,-0.040009845786198636,-0.005827101743105913,0.011573839195261117,641
565,0.002311968803405762,0.0024102275318778326,0.00031492710113525393,3.234268199250116e-05,100.0,3,0.1,poly,"{'C': 100, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",-0.0031290822480851926,-0.0007750257304629458,-0.0002358987180090538,-0.00013957952580244816,-0.0017664419942233585,-0.0008643243658777998,-0.001864135135183623,-0.0009422222970888378,-0.007891736229681114,-0.036888347111297716,-0.005449679335571209,0.010699236947334309,594
566,0.0026658296585083006,0.0026542202654685878,0.00038297176361083983,6.709261911222279e-05,100.0,3,0.1,rbf,"{'C': 100, 'degree': 3, 'gamma': 0.1, 'kernel': 'rbf'}",-0.0031290822480851926,-0.0009117918318925735,-0.00038022433673801103,-0.00023670743025546923,-0.0019156277652126995,-0.0009859031848831322,-0.0020718046982679517,-0.000971158215852827,-0.007379247345812079,-0.03615457432395853,-0.005413612138095847,0.010436641466230903,585
567,0.001911163330078125,0.00243813051642234,0.0003520965576171875,4.8392722943210776e-05,100.0,3,0.1,sigmoid,"{'C': 100, 'degree': 3, 'gamma': 0.1, 'kernel': 'sigmoid'}",-0.0031290822480851926,-0.0009696901248185452,-0.0004547763887677877,-0.00028602159253426673,-0.0019474248073950698,-0.0006304109985478204,-0.001306116084621184,-0.0007845518180994614,-0.006266501858649642,-0.03577177561394373,-0.00515463515354627,0.010347549309933318,562
568,0.004997777938842774,0.005135538359759342,0.0003154754638671875,3.609641539968913e-05,100.0,3,1,linear,"{'C': 100, 'degree': 3, 'gamma': 1, 'kernel': 'linear'}",-0.0031290822480851926,-0.0008879465549161233,-0.00030264540225266514,-0.0001721707194469735,-0.0019490887629906822,-0.0010326497982852017,-0.00233950908023596,-0.0009394963912182333,-0.007508582687429469,-0.040009845786198636,-0.005827101743105913,0.011573839195261117,641
569,0.004492664337158203,0.004768642360866787,0.0003302574157714844,4.939970822477418e-05,100.0,3,1,poly,"{'C': 100, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",-0.0031290822480851926,-0.0007750343933177356,-0.00023590007404366062,-0.0001395812289710017,-0.001766457476761303,-0.0009778096437169268,-0.0021218822847355076,-0.0012970275925300269,-0.00989967808732181,-0.06936645778621407,-0.008970891081569723,0.020311741280792443,692
570,0.0022440671920776365,0.002488969155121102,0.00040950775146484373,8.779193684183791e-05,100.0,3,1,rbf,"{'C': 100, 'degree': 3, 'gamma': 1, 'kernel': 'rbf'}",-0.0031290822480851926,-0.001550044500772364,-0.0011155053063614413,-0.0009304282905885218,-0.0021194402314129632,-0.00080053558391494,-0.0015758260425674118,-0.0013254157871153852,-0.0071559880102081905,-0.03002047661856053,-0.004972274261958694,0.008537439597732642,551
571,0.0007649898529052734,0.0003914422595660111,0.00031964778900146485,3.3521694614714597e-05,100.0,3,1,sigmoid,"{'C': 100, 'degree': 3, 'gamma': 1, 'kernel': 'sigmoid'}",-0.0031290822480851926,-0.0004943349756302258,-0.00029320539943146034,-0.00015027163273370972,-0.0010112564006327731,-0.00030408918798041217,-0.0007790341251777519,-0.00044749754082052117,-0.0048115163196154175,-0.02320005137165273,-0.0034620339201760194,0.006735002717217941,313
572,0.005013751983642578,0.005153459545911523,0.0003195285797119141,3.561766106463178e-05,100.0,3,0.0,linear,"{'C': 100, 'degree': 3, 'gamma': 0.0, 'kernel': 'linear'}",-0.0031290822480851926,-0.0008879465549161233,-0.00030264540225266514,-0.0001721707194469735,-0.0019490887629906822,-0.0010326497982852017,-0.00233950908023596,-0.0009394963912182333,-0.007508582687429469,-0.040009845786198636,-0.005827101743105913,0.011573839195261117,641
573,0.0005146741867065429,0.00018439201196176604,0.00028810501098632815,1.4792792129389263e-05,100.0,3,0.0,poly,"{'C': 100, 'degree': 3, 'gamma': 0.0, 'kernel': 'poly'}",-0.0031290822480851926,-0.0004920077755304242,-0.00029063609835737865,-0.00014859281851801567,-0.0010105042594396186,-0.00030407816089521544,-0.0007795265520738973,-0.0004474024096159442,-0.004805638736671441,-0.023182038171720376,-0.0034589507230907506,0.006729924560472002,115
574,0.0005414724349975586,0.00021002491291711894,0.0003109455108642578,3.672943257665479e-05,100.0,3,0.0,rbf,"{'C': 100, 'degree': 3, 'gamma': 0.0, 'kernel': 'rbf'}",-0.0031290822480851926,-0.0004920077755304242,-0.00029063609835737865,-0.00014859281851801567,-0.0010105042594396186,-0.00030407816089521544,-0.0007795265520738973,-0.0004474024096159442,-0.004805638736671441,-0.023182038171720376,-0.0034589507230907506,0.006729924560472002,115
575,0.0005112171173095703,0.00018630110152457612,0.00028750896453857424,1.5300622606418643e-05,100.0,3,0.0,sigmoid,"{'C': 100, 'degree': 3, 'gamma': 0.0, 'kernel': 'sigmoid'}",-0.0031290822480851926,-0.0004920077755304242,-0.00029063609835737865,-0.00014859281851801567,-0.0010105042594396186,-0.00030407816089521544,-0.0007795265520738973,-0.0004474024096159442,-0.004805638736671441,-0.023182038171720376,-0.0034589507230907506,0.006729924560472002,115
