round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_gru_dim,gru_activation,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
153,0.003043161006644368,0.003043161006644368,0.027437355369329453,0.0034347258042544127,0.0034347258042544127,0.026781028136610985,100,relu,100,relu,256,200,20,adam,0.0001
743,0.002977886237204075,0.002977886237204075,0.02703743614256382,0.0033993942197412252,0.0033993942197412252,0.026516122743487358,50,relu,16,relu,256,200,20,nadam,0.001
1000,0.0030279788188636303,0.0030279788188636303,0.027330677956342697,0.0034292780328541994,0.0034292780328541994,0.02667323686182499,50,relu,16,relu,256,200,20,adam,1e-05
602,0.00297750486060977,0.00297750486060977,0.027089698240160942,0.0034109146799892187,0.0034109146799892187,0.02660369500517845,100,relu,32,relu,256,200,20,nadam,0.0001
128,0.003022541990503669,0.003022541990503669,0.027296120300889015,0.0034290566109120846,0.0034290566109120846,0.0267651304602623,100,relu,64,relu,256,200,20,nadam,0.0001
103,0.003033873625099659,0.003033873625099659,0.02739620953798294,0.0034177822526544333,0.0034177822526544333,0.026900531724095345,75,relu,100,relu,256,200,20,nadam,1e-05
873,0.0029749765526503325,0.0029749765526503325,0.027096249163150787,0.003405624534934759,0.003405624534934759,0.026595212519168854,50,relu,64,relu,256,200,20,nadam,0.001
145,0.0030081833247095346,0.0030081833247095346,0.02712150663137436,0.003403317416086793,0.003403317416086793,0.02657681703567505,75,relu,32,relu,256,200,20,adam,0.0001
793,0.003004493424668908,0.003004493424668908,0.02713600918650627,0.003420561784878373,0.003420561784878373,0.02648100256919861,50,relu,32,relu,256,200,20,adam,0.001
972,0.0029828494880348444,0.0029828494880348444,0.02711499109864235,0.003409902099519968,0.003409902099519968,0.026476748287677765,100,relu,100,relu,256,200,20,nadam,0.001
142,0.003010098123922944,0.003010098123922944,0.027114029973745346,0.003370914375409484,0.003370914375409484,0.026480143889784813,100,relu,100,relu,256,200,20,nadam,0.0001
813,0.0029634481761604548,0.0029634481761604548,0.027064014226198196,0.0034233846236020327,0.0034233846236020327,0.026610007509589195,50,relu,32,relu,256,200,20,nadam,1e-05
153,0.0030085109174251556,0.0030085109174251556,0.02712661400437355,0.003391056088730693,0.003391056088730693,0.026569416746497154,100,relu,16,relu,256,200,20,rmsprop,0.001
119,0.003004895756021142,0.003004895756021142,0.027080973610281944,0.0033784559927880764,0.0033784559927880764,0.026437029242515564,75,relu,32,relu,256,200,20,rmsprop,1e-05
161,0.0030536348931491375,0.0030536348931491375,0.027535803616046906,0.003471586387604475,0.003471586387604475,0.02700335532426834,100,relu,32,relu,256,200,20,rmsprop,1e-05
284,0.002991192741319537,0.002991192741319537,0.02706652134656906,0.0033993329852819443,0.0033993329852819443,0.02655525505542755,75,relu,32,relu,256,200,20,rmsprop,0.0001
168,0.0030013902578502893,0.0030013902578502893,0.027140971273183823,0.0034013893455266953,0.0034013893455266953,0.02657964639365673,75,relu,64,relu,256,200,20,rmsprop,1e-05
764,0.0029729618690907955,0.0029729618690907955,0.02701728418469429,0.0033978193532675505,0.0033978193532675505,0.026544440537691116,75,relu,16,relu,256,200,20,nadam,0.001
119,0.002996783936396241,0.002996783936396241,0.02714001201093197,0.003430367447435856,0.003430367447435856,0.026639731600880623,50,relu,32,relu,256,200,20,nadam,0.001
129,0.0030321606900542974,0.0030321606900542974,0.027381649240851402,0.0034415123518556356,0.0034415123518556356,0.026871655136346817,100,relu,64,relu,256,200,20,nadam,0.001
153,0.0030154327396303415,0.0030154327396303415,0.027153562754392624,0.0033692934084683657,0.0033692934084683657,0.026393242180347443,50,relu,16,relu,256,200,20,rmsprop,0.0001
224,0.003017829265445471,0.003017829265445471,0.027288081124424934,0.0034269390162080526,0.0034269390162080526,0.026769548654556274,100,relu,16,relu,256,200,20,adam,0.0001
564,0.002982349833473563,0.002982349833473563,0.027042068541049957,0.0033904132433235645,0.0033904132433235645,0.026512371376156807,75,relu,100,relu,256,200,20,nadam,0.0001
809,0.002991216257214546,0.002991216257214546,0.027123231440782547,0.0034378741402179003,0.0034378741402179003,0.026592370122671127,50,relu,100,relu,256,200,20,adam,1e-05
796,0.003002866869792342,0.003002866869792342,0.027137167751789093,0.0034006312489509583,0.0034006312489509583,0.026443535462021828,100,relu,64,relu,256,200,20,adam,0.001
264,0.0029932300094515085,0.0029932300094515085,0.02712150663137436,0.003420606255531311,0.003420606255531311,0.02669285051524639,75,relu,32,relu,256,200,20,adam,0.001
372,0.0029967385344207287,0.0029967385344207287,0.027146784588694572,0.0034303939901292324,0.0034303939901292324,0.026621798053383827,75,relu,100,relu,256,200,20,adam,0.001
