round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,conv_filter,conv_kernel,conv_activation,dilation_rate,dropout_rate,dense_dim,dense_activation,batch_size,epochs,patience,optimizer,lr
211,0.002565125934779644,0.002565125934779644,0.034854717552661896,0.00120441778562963,0.00120441778562963,0.015206197276711464,64,16,relu,8,0.0,32,relu,256,1000,50,adam,0.001
143,0.0028871065005660057,0.0028871065005660057,0.038376543670892715,0.0013961180811747909,0.0013961180811747909,0.021343808621168137,16,8,relu,8,0.1,32,relu,256,1000,50,adam,1e-05
115,0.003810206428170204,0.003810206428170204,0.04365595430135727,0.0012247448321431875,0.0012247448321431875,0.01592247746884823,16,4,relu,4,0.05,64,relu,256,1000,50,adam,0.0001
82,0.005454526282846928,0.005454526282846928,0.0553109236061573,0.0012163472129032016,0.0012163472129032016,0.015965674072504044,16,4,relu,8,0.1,64,relu,256,1000,50,adam,0.001
194,0.003399398410692811,0.003399398410692811,0.04249010607600212,0.0012051977682858706,0.0012051977682858706,0.015295041725039482,16,16,relu,1,0.05,32,relu,256,1000,50,adam,0.0001
91,0.0045418147929012775,0.0045418147929012775,0.05046834424138069,0.0012819614494219422,0.0012819614494219422,0.017484260722994804,64,4,relu,1,0.05,64,relu,256,1000,50,adam,0.001
69,0.006690678186714649,0.006690678186714649,0.06219577416777611,0.0014875503256917,0.0014875503256917,0.02536884695291519,64,4,relu,1,0.05,32,relu,256,1000,50,adam,0.001
199,0.0030264761298894882,0.0030264761298894882,0.03746810182929039,0.001350902603007853,0.001350902603007853,0.02073032036423683,64,4,relu,4,0.1,32,relu,256,1000,50,adam,0.001
156,0.004186080303043127,0.004186080303043127,0.04780613258481026,0.0012574627762660384,0.0012574627762660384,0.015892229974269867,16,16,relu,1,0.0,64,relu,256,1000,50,adam,0.001
73,0.005474004428833723,0.005474004428833723,0.05502423271536827,0.00120982073713094,0.00120982073713094,0.01644030213356018,64,8,relu,4,0.05,32,relu,256,1000,50,adam,0.001
183,0.003359246300533414,0.003359246300533414,0.040638770908117294,0.0011992589570581913,0.0011992589570581913,0.015686577185988426,16,16,relu,1,0.05,64,relu,256,1000,50,adam,1e-05
56,0.006012143567204475,0.006012143567204475,0.057478900998830795,0.0012433764059096575,0.0012433764059096575,0.018486691638827324,16,8,relu,4,0.05,32,relu,256,1000,50,adam,0.001
81,0.003926411271095276,0.003926411271095276,0.046738024801015854,0.0012001495342701674,0.0012001495342701674,0.017400003969669342,32,4,relu,1,0.0,32,relu,256,1000,50,adam,1e-05
257,0.0027867157477885485,0.0027867157477885485,0.03644805774092674,0.0012096525169909,0.0012096525169909,0.015510211698710918,16,8,relu,8,0.1,32,relu,256,1000,50,adam,0.001
205,0.0029583575669676065,0.0029583575669676065,0.03753422573208809,0.0012192173162475228,0.0012192173162475228,0.015785381197929382,64,8,relu,1,0.1,32,relu,256,1000,50,adam,0.0001
181,0.0028428458608686924,0.0028428458608686924,0.03627921640872955,0.0012664456153288484,0.0012664456153288484,0.016784198582172394,64,16,relu,1,0.0,32,relu,256,1000,50,adam,1e-05
173,0.0030592712573707104,0.0030592712573707104,0.03808710351586342,0.0011833986500278115,0.0011833986500278115,0.015672914683818817,64,4,relu,4,0.05,32,relu,256,1000,50,adam,1e-05
114,0.0037488157395273447,0.0037488157395273447,0.044545043259859085,0.0012598740868270397,0.0012598740868270397,0.018163546919822693,16,8,relu,8,0.1,64,relu,256,1000,50,adam,1e-05
163,0.0031560189090669155,0.0031560189090669155,0.03855875879526138,0.0012168841203674674,0.0012168841203674674,0.017342478036880493,32,16,relu,8,0.05,64,relu,256,1000,50,adam,0.001
162,0.0031067179515957832,0.0031067179515957832,0.039526358246803284,0.001216790871694684,0.001216790871694684,0.01790361851453781,32,16,relu,4,0.1,64,relu,256,1000,50,adam,1e-05
207,0.0031019498128443956,0.0031019498128443956,0.038095392286777496,0.0012203389778733253,0.0012203389778733253,0.01703275367617607,64,8,relu,4,0.0,64,relu,256,1000,50,adam,0.0001
174,0.002631908282637596,0.002631908282637596,0.036384135484695435,0.0012456035474315286,0.0012456035474315286,0.01586984284222126,16,4,relu,8,0.0,64,relu,256,1000,50,adam,1e-05
103,0.004878814797848463,0.004878814797848463,0.05235474556684494,0.0012796421069651842,0.0012796421069651842,0.018385689705610275,16,8,relu,4,0.05,64,relu,256,1000,50,adam,0.0001
141,0.003486483823508024,0.003486483823508024,0.042209282517433167,0.0012356057995930314,0.0012356057995930314,0.016026649624109268,32,8,relu,8,0.05,32,relu,256,1000,50,adam,0.0001
174,0.003243094775825739,0.003243094775825739,0.040421176701784134,0.0012256376212462783,0.0012256376212462783,0.018246032297611237,16,16,relu,8,0.1,32,relu,256,1000,50,adam,1e-05
153,0.003440819913521409,0.003440819913521409,0.042021747678518295,0.0012318918015807867,0.0012318918015807867,0.015811894088983536,16,4,relu,8,0.0,32,relu,256,1000,50,adam,0.001
152,0.0037609520368278027,0.0037609520368278027,0.044454775750637054,0.0011830620933324099,0.0011830620933324099,0.016910862177610397,64,16,relu,8,0.05,32,relu,256,1000,50,adam,0.0001
95,0.0046805874444544315,0.0046805874444544315,0.05082569271326065,0.001221305108629167,0.001221305108629167,0.016614124178886414,16,16,relu,4,0.05,64,relu,256,1000,50,adam,0.0001
78,0.005029370076954365,0.005029370076954365,0.05284560099244118,0.0012390806805342436,0.0012390806805342436,0.01776066981256008,64,4,relu,1,0.1,32,relu,256,1000,50,adam,0.0001
145,0.002911627758294344,0.002911627758294344,0.03872236609458923,0.0012457616394385695,0.0012457616394385695,0.015471172519028187,32,4,relu,4,0.1,32,relu,256,1000,50,adam,0.001
115,0.0029201910365372896,0.0029201910365372896,0.03892263397574425,0.0011926301522180438,0.0011926301522180438,0.015718061476945877,32,8,relu,1,0.0,32,relu,256,1000,50,adam,0.001
87,0.00433651776984334,0.00433651776984334,0.04705028608441353,0.001249100430868566,0.001249100430868566,0.015997793525457382,32,8,relu,8,0.0,32,relu,256,1000,50,adam,0.001
74,0.006738597061485052,0.006738597061485052,0.06153154373168945,0.001202845829539001,0.001202845829539001,0.017602862790226936,32,8,relu,4,0.0,32,relu,256,1000,50,adam,0.001
134,0.0036739089991897345,0.0036739089991897345,0.04402817785739899,0.0011610620422288775,0.0011610620422288775,0.015786252915859222,16,8,relu,1,0.0,32,relu,256,1000,50,adam,0.0001
99,0.00440615601837635,0.00440615601837635,0.04827447235584259,0.001187057001516223,0.001187057001516223,0.016057061031460762,64,16,relu,4,0.0,64,relu,256,1000,50,adam,0.001
163,0.003377216635271907,0.003377216635271907,0.042191632091999054,0.001184838474728167,0.001184838474728167,0.016265584155917168,16,8,relu,1,0.05,64,relu,256,1000,50,adam,1e-05
132,0.0030359700322151184,0.0030359700322151184,0.03838982433080673,0.0012043829774484038,0.0012043829774484038,0.016611149534583092,16,4,relu,4,0.05,32,relu,256,1000,50,adam,0.001
129,0.003936142660677433,0.003936142660677433,0.04431481659412384,0.0012218515621498227,0.0012218515621498227,0.015947571024298668,16,8,relu,4,0.0,64,relu,256,1000,50,adam,0.001
92,0.004405164625495672,0.004405164625495672,0.05003884807229042,0.0012563997879624367,0.0012563997879624367,0.01981980726122856,32,8,relu,1,0.05,32,relu,256,1000,50,adam,0.001
113,0.0033375080674886703,0.0033375080674886703,0.040252991020679474,0.0011849497677758336,0.0011849497677758336,0.016263550147414207,64,4,relu,4,0.0,32,relu,256,1000,50,adam,0.0001
70,0.005000910256057978,0.005000910256057978,0.05319233611226082,0.0012094988487660885,0.0012094988487660885,0.016685502603650093,64,4,relu,1,0.05,64,relu,256,1000,50,adam,1e-05
106,0.003799970028921962,0.003799970028921962,0.04373369738459587,0.0013337453128769994,0.0013337453128769994,0.01902996562421322,64,8,relu,8,0.0,32,relu,256,1000,50,adam,0.0001
168,0.0031769918277859688,0.0031769918277859688,0.03875512257218361,0.0012192988069728017,0.0012192988069728017,0.016270484775304794,32,16,relu,1,0.05,32,relu,256,1000,50,adam,0.001
153,0.002963405568152666,0.002963405568152666,0.038289137184619904,0.001273406553082168,0.001273406553082168,0.01590055599808693,32,8,relu,4,0.05,64,relu,256,1000,50,adam,1e-05
63,0.00770673668012023,0.00770673668012023,0.06749504059553146,0.00131238775793463,0.00131238775793463,0.021352877840399742,16,4,relu,4,0.0,64,relu,256,1000,50,adam,1e-05
86,0.0056974333710968494,0.0056974333710968494,0.05593796446919441,0.0012337944936007261,0.0012337944936007261,0.017533956095576286,16,4,relu,4,0.0,32,relu,256,1000,50,adam,0.001
131,0.0033889953047037125,0.0033889953047037125,0.041521452367305756,0.0011789361014962196,0.0011789361014962196,0.014870122075080872,64,4,relu,8,0.0,64,relu,256,1000,50,adam,1e-05
163,0.00334538659080863,0.00334538659080863,0.04033149406313896,0.0012105843052268028,0.0012105843052268028,0.016832860186696053,16,4,relu,8,0.0,64,relu,256,1000,50,adam,0.001
174,0.0025329897180199623,0.0025329897180199623,0.035119205713272095,0.0013110555009916425,0.0013110555009916425,0.017906969413161278,32,16,relu,8,0.1,64,relu,256,1000,50,adam,1e-05
74,0.006149118300527334,0.006149118300527334,0.05971073731780052,0.0012795038055628538,0.0012795038055628538,0.02023611031472683,32,8,relu,1,0.0,64,relu,256,1000,50,adam,1e-05
72,0.006175019778311253,0.006175019778311253,0.05973814055323601,0.0012943681795150042,0.0012943681795150042,0.016246529296040535,64,16,relu,8,0.1,32,relu,256,1000,50,adam,0.0001
164,0.0034221115056425333,0.0034221115056425333,0.04241209104657173,0.0012408725451678038,0.0012408725451678038,0.01590586267411709,16,16,relu,4,0.0,64,relu,256,1000,50,adam,0.001
152,0.002586966147646308,0.002586966147646308,0.03600773960351944,0.0012425133027136326,0.0012425133027136326,0.0164760984480381,16,16,relu,4,0.0,64,relu,256,1000,50,adam,0.0001
76,0.0051628281362354755,0.0051628281362354755,0.05405388027429581,0.0012085832422599196,0.0012085832422599196,0.01627293974161148,32,8,relu,8,0.0,32,relu,256,1000,50,adam,0.0001
71,0.0053871190175414085,0.0053871190175414085,0.05395730212330818,0.0012551752151921391,0.0012551752151921391,0.017480334267020226,16,8,relu,4,0.0,32,relu,256,1000,50,adam,0.001
68,0.005751738790422678,0.005751738790422678,0.0580335296690464,0.0014225284103304148,0.0014225284103304148,0.023594586178660393,64,8,relu,8,0.1,32,relu,256,1000,50,adam,1e-05
