round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_conv_dim,first_conv_kernel,first_conv_activation,first_lstm_dim,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
74,0.001430910313501954,0.001430910313501954,0.015181458555161953,0.0019271731143817306,0.0019271731143817306,0.01820692978799343,32,3,relu,75,16,relu,256,200,20,adam,0.0001
104,0.0013623136328533292,0.0013623136328533292,0.014893347397446632,0.0021061578299850225,0.0021061578299850225,0.018686866387724876,32,3,relu,50,16,tanh,256,200,20,adam,0.001
116,0.0014064137358218431,0.0014064137358218431,0.015111408196389675,0.0019260277040302753,0.0019260277040302753,0.0182538740336895,64,5,relu,50,64,tanh,256,200,20,adam,0.001
115,0.0013874669093638659,0.0013874669093638659,0.015063576400279999,0.001900771982036531,0.001900771982036531,0.018155014142394066,32,7,relu,75,64,relu,256,200,20,adam,0.0001
100,0.0014203297905623913,0.0014203297905623913,0.015261677093803883,0.0019212589832022786,0.0019212589832022786,0.018411099910736084,64,5,relu,50,16,tanh,256,200,20,adam,0.001
81,0.0014199609868228436,0.0014199609868228436,0.015102464705705643,0.0020326157100498676,0.0020326157100498676,0.018532855436205864,64,3,relu,50,16,relu,256,200,20,adam,0.0001
92,0.0013848860980942845,0.0013848860980942845,0.015049190260469913,0.001906081335619092,0.001906081335619092,0.018154539167881012,64,5,relu,75,32,tanh,256,200,20,adam,0.001
107,0.001390922232531011,0.001390922232531011,0.015111755579710007,0.0019515352323651314,0.0019515352323651314,0.01840164326131344,32,3,relu,50,16,tanh,256,200,20,adam,0.0001
99,0.001389751210808754,0.001389751210808754,0.015059667639434338,0.0019269230542704463,0.0019269230542704463,0.01826118305325508,32,5,relu,50,64,tanh,256,200,20,adam,0.001
93,0.001408739946782589,0.001408739946782589,0.015191804617643356,0.001915709930472076,0.001915709930472076,0.018284359946846962,64,7,relu,75,64,relu,256,200,20,adam,0.0001
102,0.0014103790745139122,0.0014103790745139122,0.015112688764929771,0.0019007900264114141,0.0019007900264114141,0.0181219894438982,32,3,relu,50,32,relu,256,200,20,adam,0.001
89,0.001457325299270451,0.001457325299270451,0.015320857986807823,0.001879686489701271,0.001879686489701271,0.01802678592503071,32,3,relu,50,32,relu,256,200,20,adam,1e-05
107,0.001398813328705728,0.001398813328705728,0.015079116448760033,0.001898065092973411,0.001898065092973411,0.018158679828047752,64,3,relu,75,16,relu,256,200,20,adam,1e-05
127,0.0013865478103980422,0.0013865478103980422,0.015081033110618591,0.001912982203066349,0.001912982203066349,0.018271764740347862,64,3,relu,75,16,tanh,256,200,20,adam,0.001
94,0.001438075676560402,0.001438075676560402,0.015242189168930054,0.001840314595028758,0.001840314595028758,0.018112370744347572,64,7,relu,75,16,tanh,256,200,20,adam,0.0001
105,0.0014084629947319627,0.0014084629947319627,0.015158233232796192,0.0019109639106318355,0.0019109639106318355,0.01821354776620865,64,5,relu,50,32,tanh,256,200,20,adam,1e-05
81,0.0014295215951278806,0.0014295215951278806,0.015133781358599663,0.0018806804437190294,0.0018806804437190294,0.018153123557567596,64,7,relu,50,16,relu,256,200,20,adam,0.0001
101,0.0013694801600649953,0.0013694801600649953,0.015035795047879219,0.001978409243747592,0.001978409243747592,0.018477967008948326,64,7,relu,50,32,relu,256,200,20,adam,1e-05
90,0.0014500143006443977,0.0014500143006443977,0.015325041487812996,0.001876804861240089,0.001876804861240089,0.018315773457288742,32,7,relu,50,32,relu,256,200,20,adam,1e-05
113,0.0013649961911141872,0.0013649961911141872,0.014991889707744122,0.0019124767277389765,0.0019124767277389765,0.018200257793068886,64,5,relu,75,16,tanh,256,200,20,adam,0.0001
111,0.0014306232333183289,0.0014306232333183289,0.015235455706715584,0.0018969886004924774,0.0018969886004924774,0.01822533831000328,32,5,relu,50,64,relu,256,200,20,adam,1e-05
88,0.0013900559861212969,0.0013900559861212969,0.015173816122114658,0.002016589278355241,0.002016589278355241,0.018741276115179062,64,5,relu,75,16,relu,256,200,20,adam,0.001
92,0.0013682445278391242,0.0013682445278391242,0.014982319436967373,0.001965208910405636,0.001965208910405636,0.018386313691735268,64,7,relu,50,32,tanh,256,200,20,adam,1e-05
76,0.0014379235217347741,0.0014379235217347741,0.015214547514915466,0.0018965414492413402,0.0018965414492413402,0.018137749284505844,32,7,relu,50,64,tanh,256,200,20,adam,0.001
102,0.0014442552346736193,0.0014442552346736193,0.015258492901921272,0.0018908852944150567,0.0018908852944150567,0.018139822408556938,64,3,relu,75,64,tanh,256,200,20,adam,0.001
96,0.001434750622138381,0.001434750622138381,0.015133300796151161,0.001806366490200162,0.001806366490200162,0.01782136596739292,64,5,relu,50,32,tanh,256,200,20,adam,0.001
98,0.0014116731472313404,0.0014116731472313404,0.01514460425823927,0.001898544025607407,0.001898544025607407,0.01813887618482113,64,3,relu,75,64,relu,256,200,20,adam,0.001
79,0.0014117842074483633,0.0014117842074483633,0.015147082507610321,0.001979369902983308,0.001979369902983308,0.018357403576374054,64,3,relu,50,32,relu,256,200,20,adam,0.001
84,0.0014297198504209518,0.0014297198504209518,0.01525744330137968,0.0018795800860971212,0.0018795800860971212,0.0181551743298769,64,5,relu,75,16,relu,256,200,20,adam,0.0001
79,0.0013966697733849287,0.0013966697733849287,0.015340938232839108,0.0020475678611546755,0.0020475678611546755,0.018755607306957245,64,3,relu,75,16,relu,256,200,20,adam,0.0001
116,0.001394937396980822,0.001394937396980822,0.015007208101451397,0.0018803413258865476,0.0018803413258865476,0.017951147630810738,64,3,relu,50,16,tanh,256,200,20,adam,0.001
101,0.0014079613611102104,0.0014079613611102104,0.015183066949248314,0.0018834739457815886,0.0018834739457815886,0.01815454475581646,32,3,relu,50,32,tanh,256,200,20,adam,0.0001
84,0.0013927407562732697,0.0013927407562732697,0.015084650367498398,0.0019299983978271484,0.0019299983978271484,0.018211234360933304,32,3,relu,75,32,tanh,256,200,20,adam,0.0001
93,0.0014334386214613914,0.0014334386214613914,0.015235606580972672,0.0017850672593340278,0.0017850672593340278,0.017901893705129623,32,3,relu,50,64,tanh,256,200,20,adam,0.0001
104,0.0014071257319301367,0.0014071257319301367,0.015134605579078197,0.001859951065853238,0.001859951065853238,0.018097223713994026,32,7,relu,50,16,relu,256,200,20,adam,1e-05
112,0.0014412110904231668,0.0014412110904231668,0.015238304622471333,0.0018275059992447495,0.0018275059992447495,0.017941992729902267,32,5,relu,75,64,tanh,256,200,20,adam,1e-05
90,0.0014229859225451946,0.0014229859225451946,0.015122782438993454,0.0018984079360961914,0.0018984079360961914,0.018181070685386658,32,3,relu,50,64,relu,256,200,20,adam,0.001
82,0.0013795526465401053,0.0013795526465401053,0.015110066160559654,0.0020117147359997034,0.0020117147359997034,0.01864723302423954,32,5,relu,50,16,tanh,256,200,20,adam,0.0001
90,0.0014008184662088752,0.0014008184662088752,0.015109505504369736,0.0018489620415493846,0.0018489620415493846,0.018040139228105545,64,3,relu,75,16,tanh,256,200,20,adam,0.0001
105,0.0014155092649161816,0.0014155092649161816,0.015193646773695946,0.0019260668195784092,0.0019260668195784092,0.01832914724946022,64,3,relu,50,32,tanh,256,200,20,adam,0.0001
