round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_gru_dim,gru_activation,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
234,0.0012565682409331203,0.0012565682409331203,0.015160422772169113,0.0026428441051393747,0.0026428441051393747,0.018641741946339607,50,relu,16,relu,256,200,20,rmsprop,0.001
136,0.001263289013877511,0.001263289013877511,0.015290338546037674,0.002615942619740963,0.002615942619740963,0.018654491752386093,75,relu,100,relu,256,200,20,rmsprop,0.0001
124,0.0012508200015872717,0.0012508200015872717,0.015251659788191319,0.002612968208268285,0.002612968208268285,0.018589047715067863,75,relu,32,relu,256,200,20,rmsprop,1e-05
133,0.001291880733333528,0.001291880733333528,0.01548611931502819,0.00262251403182745,0.00262251403182745,0.018932750448584557,100,relu,100,relu,256,200,20,rmsprop,0.0001
129,0.0012668902054429054,0.0012668902054429054,0.015314524061977863,0.0026573590002954006,0.0026573590002954006,0.018866434693336487,75,relu,100,relu,256,200,20,rmsprop,1e-05
272,0.0012473776005208492,0.0012473776005208492,0.0152439558878541,0.002573564648628235,0.002573564648628235,0.018517248332500458,50,relu,32,relu,256,200,20,adam,0.001
143,0.0012540807947516441,0.0012540807947516441,0.015307269059121609,0.002571376971900463,0.002571376971900463,0.018457112833857536,50,relu,16,relu,256,200,20,nadam,0.0001
125,0.001262958045117557,0.001262958045117557,0.015328913927078247,0.0026221848092973232,0.0026221848092973232,0.01882101409137249,100,relu,32,relu,256,200,20,rmsprop,0.001
111,0.0012748308945447206,0.0012748308945447206,0.01534828171133995,0.0025659792590886354,0.0025659792590886354,0.018638577312231064,50,relu,100,relu,256,200,20,adam,1e-05
129,0.0012529224622994661,0.0012529224622994661,0.015271239914000034,0.0026031292509287596,0.0026031292509287596,0.018581388518214226,50,relu,100,relu,256,200,20,rmsprop,0.001
166,0.0012655958998948336,0.0012655958998948336,0.015340777114033699,0.0030156318098306656,0.0030156318098306656,0.019901247695088387,75,relu,100,relu,256,200,20,rmsprop,0.001
152,0.0012715371558442712,0.0012715371558442712,0.015304623171687126,0.0027999302837997675,0.0027999302837997675,0.01930462382733822,50,relu,100,relu,256,200,20,nadam,0.001
116,0.0012713979231193662,0.0012713979231193662,0.015375493094325066,0.0026278665754944086,0.0026278665754944086,0.018719274550676346,50,relu,16,relu,256,200,20,rmsprop,0.0001
197,0.0012812147615477443,0.0012812147615477443,0.015311158262193203,0.0026470336597412825,0.0026470336597412825,0.018895188346505165,100,relu,16,relu,256,200,20,adam,1e-05
