round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_gru_dim,gru_activation,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
130,0.0021880636923015118,0.0021880636923015118,0.023342354223132133,0.0015315412310883403,0.0015315412310883403,0.01984255574643612,50,relu,32,relu,256,200,20,adam,0.001
1000,0.002130480483174324,0.002130480483174324,0.02274455688893795,0.0014223905745893717,0.0014223905745893717,0.019425584003329277,75,relu,64,relu,256,200,20,adam,0.0001
143,0.002176225883886218,0.002176225883886218,0.023227067664265633,0.0014698116574436426,0.0014698116574436426,0.019765054807066917,50,relu,64,relu,256,200,20,nadam,0.001
1000,0.002196032553911209,0.002196032553911209,0.02347613126039505,0.0015791738405823708,0.0015791738405823708,0.020063502714037895,75,relu,32,relu,256,200,20,nadam,0.0001
547,0.002167161786928773,0.002167161786928773,0.02325650118291378,0.0015921852318570018,0.0015921852318570018,0.01985524594783783,75,relu,32,relu,256,200,20,nadam,1e-05
1000,0.0021402055863291025,0.0021402055863291025,0.022941360250115395,0.0014935032231733203,0.0014935032231733203,0.019520055502653122,100,relu,64,relu,256,200,20,rmsprop,0.001
993,0.002109147608280182,0.002109147608280182,0.022754719480872154,0.0014760623453184962,0.0014760623453184962,0.019495274871587753,50,relu,64,relu,256,200,20,rmsprop,0.001
1000,0.0021284075919538736,0.0021284075919538736,0.022888323292136192,0.0014662547037005424,0.0014662547037005424,0.019536525011062622,75,relu,100,relu,256,200,20,adam,0.0001
657,0.0021342432592064142,0.0021342432592064142,0.022866200655698776,0.0014529995387420058,0.0014529995387420058,0.01955374889075756,100,relu,16,relu,256,200,20,adam,0.0001
197,0.002194250002503395,0.002194250002503395,0.02339969202876091,0.0015219367342069745,0.0015219367342069745,0.01989782601594925,75,relu,100,relu,256,200,20,nadam,0.0001
159,0.0021706772968173027,0.0021706772968173027,0.023158377036452293,0.0014890470774844289,0.0014890470774844289,0.01976138725876808,100,relu,32,relu,256,200,20,adam,1e-05
115,0.0022199293598532677,0.0022199293598532677,0.023565569892525673,0.0016137836501002312,0.0016137836501002312,0.01999824307858944,50,relu,16,relu,256,200,20,rmsprop,0.0001
1000,0.0021265598479658365,0.0021265598479658365,0.02288292720913887,0.0014512737980112433,0.0014512737980112433,0.019531583413481712,50,relu,32,relu,256,200,20,rmsprop,0.0001
753,0.0021385240834206343,0.0021385240834206343,0.02298342064023018,0.0015505565097555518,0.0015505565097555518,0.019801953807473183,50,relu,16,relu,256,200,20,nadam,0.0001
153,0.002223135670647025,0.002223135670647025,0.023540377616882324,0.0015141062904149294,0.0015141062904149294,0.020000090822577477,75,relu,100,relu,256,200,20,adam,1e-05
900,0.002146107377484441,0.002146107377484441,0.023046763613820076,0.0015598493628203869,0.0015598493628203869,0.019853008911013603,100,relu,16,relu,256,200,20,adam,1e-05
1000,0.00214449898339808,0.00214449898339808,0.022972777485847473,0.0014571931678801775,0.0014571931678801775,0.01952306367456913,75,relu,100,relu,256,200,20,rmsprop,1e-05
1000,0.0021370314061641693,0.0021370314061641693,0.022898266091942787,0.0014202463207766414,0.0014202463207766414,0.019585996866226196,50,relu,100,relu,256,200,20,adam,0.0001
1000,0.0021439376287162304,0.0021439376287162304,0.02292570099234581,0.0014334210427477956,0.0014334210427477956,0.019555872306227684,50,relu,16,relu,256,200,20,adam,1e-05
803,0.0021192249841988087,0.0021192249841988087,0.022886723279953003,0.0015062710735946894,0.0015062710735946894,0.01967550441622734,100,relu,32,relu,256,200,20,rmsprop,0.001
1000,0.002122870646417141,0.002122870646417141,0.022904161363840103,0.0015175107400864363,0.0015175107400864363,0.019598860293626785,100,relu,100,relu,256,200,20,adam,0.0001
136,0.0021774391643702984,0.0021774391643702984,0.023285381495952606,0.0014967836905270815,0.0014967836905270815,0.019785426557064056,50,relu,32,relu,256,200,20,adam,0.0001
138,0.0021842976566404104,0.0021842976566404104,0.023336125537753105,0.0014733041170984507,0.0014733041170984507,0.0197848379611969,100,relu,64,relu,256,200,20,nadam,1e-05
197,0.0022405616473406553,0.0022405616473406553,0.023911025375127792,0.0016979799838736653,0.0016979799838736653,0.02034013532102108,75,relu,32,relu,256,200,20,rmsprop,0.001
1000,0.0021429359912872314,0.0021429359912872314,0.02298903651535511,0.0015219548949971795,0.0015219548949971795,0.019686173647642136,100,relu,16,relu,256,200,20,rmsprop,0.001
875,0.0021382460836321115,0.0021382460836321115,0.022828247398138046,0.001502675237134099,0.001502675237134099,0.0195944644510746,100,relu,100,relu,256,200,20,rmsprop,1e-05
658,0.0021581915207207203,0.0021581915207207203,0.023120291531085968,0.0014909354504197836,0.0014909354504197836,0.019693396985530853,50,relu,64,relu,256,200,20,nadam,1e-05
909,0.002138562500476837,0.002138562500476837,0.022926781326532364,0.0014939794782549143,0.0014939794782549143,0.019660936668515205,100,relu,32,relu,256,200,20,nadam,0.0001
1000,0.002110291738063097,0.002110291738063097,0.022679105401039124,0.001396853243932128,0.001396853243932128,0.019322514533996582,75,relu,64,relu,256,200,20,nadam,0.0001
922,0.0021189781837165356,0.0021189781837165356,0.022805240005254745,0.0015006012981757522,0.0015006012981757522,0.019618578255176544,75,relu,64,relu,256,200,20,rmsprop,1e-05
1000,0.0021601016633212566,0.0021601016633212566,0.023106571286916733,0.0015009944327175617,0.0015009944327175617,0.019645104184746742,75,relu,100,relu,256,200,20,nadam,1e-05
793,0.00211701774969697,0.00211701774969697,0.02292027696967125,0.001456575351767242,0.001456575351767242,0.01952960155904293,50,relu,64,relu,256,200,20,adam,0.0001
221,0.002153965411707759,0.002153965411707759,0.02296011708676815,0.0014021119568496943,0.0014021119568496943,0.01951616071164608,75,relu,100,relu,256,200,20,adam,0.001
775,0.002126345643773675,0.002126345643773675,0.022846663370728493,0.0014912823680788279,0.0014912823680788279,0.019549503922462463,100,relu,100,relu,256,200,20,adam,0.001
1000,0.0021202515345066786,0.0021202515345066786,0.022960159927606583,0.0014697895385324955,0.0014697895385324955,0.019665036350488663,75,relu,16,relu,256,200,20,rmsprop,0.0001
1000,0.0021211712155491114,0.0021211712155491114,0.02287794090807438,0.001451639924198389,0.001451639924198389,0.01964304782450199,100,relu,32,relu,256,200,20,adam,0.001
568,0.002170067746192217,0.002170067746192217,0.023290347307920456,0.0016216561198234558,0.0016216561198234558,0.019918305799365044,50,relu,32,relu,256,200,20,nadam,0.0001
1000,0.0021584350615739822,0.0021584350615739822,0.023124517872929573,0.001500941114500165,0.001500941114500165,0.019711080938577652,75,relu,64,relu,256,200,20,adam,1e-05
686,0.0021752973552793264,0.0021752973552793264,0.02321094647049904,0.0015135339926928282,0.0015135339926928282,0.019740665331482887,50,relu,100,relu,256,200,20,rmsprop,0.0001
1000,0.0021575959399342537,0.0021575959399342537,0.023134946823120117,0.001549915294162929,0.001549915294162929,0.019857103005051613,50,relu,100,relu,256,200,20,nadam,0.001
116,0.002189717721194029,0.002189717721194029,0.023380905389785767,0.0015267484122887254,0.0015267484122887254,0.01983386091887951,100,relu,16,relu,256,200,20,rmsprop,0.0001
134,0.002217739587649703,0.002217739587649703,0.0236087366938591,0.0015895682154223323,0.0015895682154223323,0.020074360072612762,50,relu,32,relu,256,200,20,adam,1e-05
131,0.002259675646200776,0.002259675646200776,0.024016432464122772,0.0017279577441513538,0.0017279577441513538,0.020374931395053864,75,relu,100,relu,256,200,20,rmsprop,0.0001
1000,0.002126527251675725,0.002126527251675725,0.022814102470874786,0.001512413378804922,0.001512413378804922,0.019541442394256592,75,relu,64,relu,256,200,20,nadam,1e-05
1000,0.0021335959900170565,0.0021335959900170565,0.022981995716691017,0.0015398606192320585,0.0015398606192320585,0.01965811848640442,75,relu,32,relu,256,200,20,rmsprop,1e-05
144,0.002182557713240385,0.002182557713240385,0.023272903636097908,0.001497303368523717,0.001497303368523717,0.019749246537685394,75,relu,16,relu,256,200,20,nadam,0.0001
1000,0.0021338167134672403,0.0021338167134672403,0.02289256826043129,0.001400380628183484,0.001400380628183484,0.019454531371593475,50,relu,32,relu,256,200,20,nadam,1e-05
1000,0.0021135236602276564,0.0021135236602276564,0.022671811282634735,0.0014029450248926878,0.0014029450248926878,0.019426411017775536,100,relu,64,relu,256,200,20,nadam,0.001
1000,0.002130090957507491,0.002130090957507491,0.02288302779197693,0.0014999167760834098,0.0014999167760834098,0.019537748768925667,100,relu,64,relu,256,200,20,adam,1e-05
1000,0.0021228711120784283,0.0021228711120784283,0.02284848317503929,0.0014501624973490834,0.0014501624973490834,0.019504515454173088,75,relu,16,relu,256,200,20,nadam,0.001
994,0.0021818941459059715,0.0021818941459059715,0.023264501243829727,0.0015057611744850874,0.0015057611744850874,0.01969422772526741,100,relu,100,relu,256,200,20,nadam,0.0001
1000,0.002134104957804084,0.002134104957804084,0.02293696627020836,0.0015346816508099437,0.0015346816508099437,0.019590960815548897,75,relu,32,relu,256,200,20,adam,1e-05
1000,0.0021394616924226284,0.0021394616924226284,0.023105710744857788,0.0015138103626668453,0.0015138103626668453,0.01987200789153576,100,relu,32,relu,256,200,20,nadam,0.001
972,0.0020926392171531916,0.0020926392171531916,0.02281249687075615,0.001558894757181406,0.001558894757181406,0.019605418667197227,100,relu,16,relu,256,200,20,nadam,0.0001
650,0.0022055015433579683,0.0022055015433579683,0.023530475795269012,0.001598837086930871,0.001598837086930871,0.02014046721160412,75,relu,64,relu,256,200,20,nadam,0.001
